0,0,0,0,0,20,20,20,20,20
0,0,0,0,0,20,20,20,20,20
0,0,0,0,0,20,21,19,20,20
0,0,0,0,0,20,21,19,20,20
0,0,0,0,1,19,21,19,20,20
0,0,0,0,2,18,21,19,20,20
0,0,0,0,2,18,21,19,20,20
1,3,1,4,1,1,12,22,29,26
1,2,2,2,3,1,23,26,28,12
2,1,2,2,3,2,22,26,28,12
0,7,9,13,16,23,23,2,3,4
3,8,11,15,14,5,6,10,18,10
2,0,1,2,3,4,26,13,19,30
0,4,4,8,7,13,25,2,21,16
0,2,1,10,4,3,28,21,29,2
1,0,1,2,3,2,15,26,31,19
1,0,4,1,11,22,26,3,1,31
1,0,4,1,11,22,26,4,0,31
1,0,4,1,11,22,26,4,0,31
4,6,11,12,6,16,13,19,5,8
3,6,13,10,16,6,4,20,13,9
3,7,12,11,18,20,5,4,12,8
0,3,1,5,17,0,5,13,29,27
1,1,1,3,2,5,13,26,18,30
0,2,1,2,3,4,13,26,18,31
0,2,5,2,8,5,19,29,26,4
0,3,7,10,10,16,25,6,0,23
3,0,9,7,10,17,26,4,0,24
2,3,6,11,18,15,15,4,1,25
1,2,1,6,2,20,8,23,5,32
4,5,6,11,13,15,19,14,6,7
0,4,8,3,12,14,19,18,10,12
1,0,6,7,8,9,22,27,6,14
2,3,11,2,1,21,26,6,12,16
3,2,11,2,1,21,26,6,12,16
0,0,8,7,5,22,10,6,15,27
0,3,5,5,7,22,10,6,27,15
0,0,7,8,5,22,10,6,28,14
0,0,8,7,6,21,11,14,6,27
0,0,8,5,8,21,11,14,6,27
0,0,6,7,9,22,8,28,14,6
0,0,6,7,9,23,7,28,14,6
0,0,6,7,9,8,23,27,14,6
4,3,8,9,14,18,4,9,15,16
0,7,7,11,14,12,7,4,21,17
2,2,1,14,0,19,4,0,32,26
1,2,3,12,2,21,25,0,0,34
1,7,5,14,14,22,11,16,6,4
2,6,5,14,14,22,11,16,4,6
2,5,3,11,15,10,14,6,23,11
3,3,4,11,16,10,15,4,23,11
2,2,9,5,8,11,16,13,25,9
2,5,8,13,13,21,12,8,0,18
2,4,3,10,16,5,15,10,12,23
2,1,5,8,2,5,6,21,20,30
1,4,8,4,12,13,20,14,18,6
1,4,8,4,12,14,19,18,14,6
0,6,12,7,14,3,21,18,12,7
3,8,3,8,12,9,24,1,14,18
3,3,8,8,12,9,24,1,14,18
3,6,9,15,11,14,4,0,25,13
0,6,9,7,1,9,6,23,26,13
0,2,0,4,0,14,18,2,33,27
1,1,10,4,4,17,5,24,29,5
2,3,8,8,18,8,19,10,18,6
1,5,5,13,4,7,23,15,18,9
1,5,5,13,4,7,23,15,18,9
2,1,4,1,0,10,22,2,30,28
1,0,0,7,9,6,23,19,4,31
1,2,5,13,1,19,26,1,1,31
1,4,3,10,19,14,12,20,13,4
1,4,10,11,4,16,10,23,16,5
3,0,10,0,8,4,1,23,34,17
1,2,9,1,5,0,2,22,34,24
1,2,9,3,6,3,3,22,16,35
1,2,9,6,3,3,3,22,16,35
2,6,6,8,17,20,4,18,13,6
3,1,4,12,17,9,18,17,6,13
0,1,0,14,0,3,5,26,34,17
0,3,2,3,4,8,0,23,25,32
0,3,2,3,4,8,0,23,25,32
0,5,9,8,11,13,14,17,19,4
1,2,4,3,0,18,3,27,33,9
1,2,5,2,0,18,3,27,33,9
0,1,5,7,3,0,6,25,26,27
2,2,1,0,3,21,8,3,33,27
3,8,7,11,10,16,17,8,18,2
2,5,8,12,15,7,12,14,20,5
0,5,4,13,16,4,19,26,6,7
4,8,2,14,13,14,11,20,3,11
2,4,2,7,12,17,13,22,11,10
3,8,1,0,8,0,23,0,32,25
2,4,0,0,3,21,2,10,25,33
1,2,0,4,2,18,26,4,10,33
2,5,10,12,15,9,16,9,18,4
2,2,7,10,18,12,9,17,14,9
1,4,9,6,13,7,17,19,12,12
0,6,9,7,13,17,22,1,14,11
2,3,6,7,12,16,10,12,15,17
0,3,11,8,2,2,18,1,26,29
0,4,10,8,3,1,18,26,1,29
0,3,0,7,3,4,21,26,2,34
4,5,7,12,10,16,11,16,2,17
1,2,1,10,0,0,3,30,33,20
0,3,8,11,2,18,1,2,26,29
1,4,7,8,15,4,11,15,8,27
0,5,9,10,11,9,5,16,23,12
2,4,0,1,1,18,5,27,34,8
1,1,10,2,0,2,0,28,34,22
2,0,10,0,2,0,2,23,34,27
1,0,10,0,3,1,0,22,35,28
0,1,10,2,1,2,21,0,28,35
1,1,9,0,1,4,23,29,29,3
2,1,2,1,8,1,24,28,29,4
2,2,9,10,7,12,10,14,22,12
1,4,4,9,6,9,17,16,13,21
1,3,2,3,7,0,21,1,33,29
2,4,8,8,14,12,3,25,12,12
4,5,2,8,14,18,7,18,9,15
2,3,6,8,5,19,21,8,13,15
0,0,8,12,6,20,3,6,15,30
1,0,1,1,10,1,2,23,27,34
0,4,1,11,16,9,21,26,4,8
0,5,1,15,8,12,9,5,26,19
0,4,2,15,9,11,5,9,26,19
2,3,9,8,17,18,9,11,3,20
2,5,6,11,3,13,25,12,9,14
2,5,6,11,4,12,25,12,9,14
2,6,11,14,10,2,27,11,11,6
0,6,4,8,3,18,13,20,10,18
0,4,3,6,13,4,19,15,28,8
1,1,2,0,2,11,22,0,32,29
1,5,6,11,4,12,8,26,15,12
0,2,8,5,14,4,13,2,32,20
0,1,9,5,14,4,13,3,31,20
0,1,9,5,14,13,2,4,31,21
0,3,4,3,6,2,22,25,2,33
2,8,7,10,15,20,10,18,7,3
4,1,10,5,16,1,26,13,9,15
0,3,9,8,16,2,12,24,13,13
0,4,8,14,0,20,7,6,13,28
2,0,9,4,4,13,14,2,21,31
1,9,0,4,4,2,13,14,22,31
0,2,3,4,7,14,21,28,6,15
2,6,5,11,5,16,18,13,6,18
0,3,5,9,8,15,16,15,7,22
2,2,10,5,13,13,2,0,21,32
1,4,2,3,15,18,8,14,29,6
1,4,2,3,18,15,8,14,29,6
0,1,1,8,16,7,15,28,16,8
1,3,2,2,15,8,6,19,17,27
1,3,2,2,14,8,7,20,16,27
0,4,2,10,0,1,0,24,32,27
0,6,5,12,11,16,17,4,24,5
5,9,11,12,17,21,0,5,15,5
2,4,1,5,15,22,4,6,24,17
2,4,5,15,1,22,4,5,25,17
0,2,3,8,1,2,3,27,33,21
0,4,6,16,12,3,8,8,15,28
0,1,0,5,3,6,24,23,2,36
0,1,5,10,7,18,6,25,22,6
2,0,0,4,4,1,24,26,33,6
0,6,9,1,7,5,18,24,7,23
0,1,6,1,1,10,14,16,22,29
1,3,1,2,0,9,25,0,30,29
0,2,3,0,2,9,25,0,30,29
2,4,5,11,11,13,0,1,32,21
1,5,5,10,11,12,2,0,33,21
1,5,6,9,11,12,2,0,33,21
0,3,0,10,14,4,5,10,29,25
1,3,8,9,13,21,11,7,21,6
1,4,9,11,20,10,14,20,3,8
1,4,6,7,9,12,13,18,22,8
1,4,9,12,12,15,2,25,9,11
0,2,4,1,11,2,14,22,28,16
0,3,3,1,11,2,14,22,28,16
2,7,6,10,13,17,22,12,10,1
3,0,3,10,14,14,22,0,31,3
0,3,8,5,13,18,23,9,12,9
0,4,6,6,13,18,24,7,11,11
1,4,0,12,5,3,25,10,13,27
1,1,4,13,3,9,6,10,26,27
1,1,4,13,3,10,5,10,26,27
1,4,3,2,0,16,11,23,28,12
0,3,7,5,13,13,14,23,8,14
3,3,8,13,16,2,11,8,9,27
1,6,7,8,11,18,20,13,11,5
0,7,8,8,12,18,12,11,20,4
2,0,0,8,2,0,24,27,30,7
0,5,7,11,16,2,10,11,22,16
3,2,4,11,0,17,22,14,1,26
3,3,3,11,0,17,22,14,1,26
1,2,3,8,3,6,24,22,0,31
2,3,9,13,9,8,17,25,2,12
0,0,10,1,4,14,3,31,11,26
0,2,4,4,7,7,21,0,24,31
2,2,2,4,12,15,20,2,28,13
2,2,8,9,14,17,24,9,2,13
2,5,5,6,15,0,27,7,2,31
3,3,11,6,18,20,13,8,15,3
2,7,10,14,19,11,3,11,18,5
1,4,3,12,5,18,13,20,17,7
1,4,3,12,5,13,18,20,18,6
0,0,10,1,4,16,10,1,32,26
1,4,8,12,2,18,8,27,10,10
0,7,5,11,9,20,24,3,9,12
2,2,9,7,5,19,7,13,13,23
1,1,7,4,11,6,15,14,13,28
0,3,4,12,7,9,12,22,3,28
1,5,8,10,12,10,18,26,1,9
1,5,8,10,12,10,18,26,1,9
0,4,5,12,5,17,19,5,18,15
0,4,5,12,5,17,19,5,18,15
0,3,5,7,16,17,20,9,5,18
2,1,4,7,8,2,22,10,13,31
1,3,8,12,15,20,8,14,15,4
2,2,8,7,8,12,10,21,23,7
4,6,4,10,9,1,13,25,19,9
0,4,6,3,13,8,13,11,23,19
1,4,7,0,13,9,15,15,10,26
3,1,6,10,10,13,13,28,13,3
1,3,2,8,12,14,18,6,23,13
4,4,6,6,14,16,18,21,0,11
1,1,0,5,3,4,3,28,31,24
2,0,10,3,15,17,10,18,3,22
2,0,10,3,15,18,9,18,3,22
0,2,7,11,13,3,21,30,7,6
0,2,7,12,12,3,21,30,7,6
0,6,0,11,10,4,22,3,15,29
1,5,9,8,10,12,25,1,20,9
3,5,1,11,16,4,8,22,16,14
3,4,2,12,15,9,14,3,22,16
3,6,3,12,14,13,7,24,0,18
5,6,3,13,17,10,9,8,2,27
0,6,3,4,4,13,15,9,18,28
2,3,3,3,11,12,11,21,30,4
3,7,11,3,7,12,20,31,1,5
0,7,2,6,13,19,14,23,11,5
0,1,9,5,0,12,16,29,20,8
1,0,6,7,12,0,17,29,19,9
0,2,7,10,14,11,21,9,0,26
1,4,4,10,7,5,19,14,21,15
0,4,6,9,16,15,7,16,21,6
1,0,9,4,12,2,8,28,20,16
1,0,9,4,12,2,8,28,20,16
2,1,8,0,2,3,21,4,33,26
0,1,4,4,0,0,24,6,31,30
2,2,7,8,7,16,19,16,16,7
1,0,5,11,19,13,11,29,4,7
0,1,1,6,0,19,27,31,4,11
3,6,7,9,8,18,12,21,1,15
3,6,7,9,8,18,12,21,1,15
2,3,7,6,9,19,17,15,15,7
2,7,10,15,8,10,24,8,12,4
0,0,9,12,5,0,21,17,28,8
3,6,7,10,17,8,0,13,21,15
2,4,9,9,18,9,20,12,1,16
3,2,0,3,8,11,23,15,10,25
1,1,3,2,2,8,3,23,32,25
2,1,0,5,10,20,1,27,30,4
2,2,6,8,10,18,12,23,6,13
1,0,4,5,4,21,26,1,34,4
3,6,5,11,9,17,11,5,23,10
3,0,1,12,14,3,7,7,26,27
0,3,6,4,1,3,18,5,27,33
0,3,6,4,1,3,18,5,28,32
1,1,7,1,4,2,19,27,33,5
2,6,1,4,11,0,20,29,11,16
2,6,1,4,11,0,20,29,12,15
2,6,1,4,11,0,20,29,12,15
0,2,4,12,8,19,2,9,15,29
2,3,9,13,15,9,9,19,17,4
2,3,9,13,15,9,9,19,17,4
1,4,1,8,13,18,12,2,26,15
1,4,1,8,13,18,12,2,26,15
1,6,4,10,15,21,13,3,2,25
0,2,7,0,3,6,17,5,26,34
4,2,11,10,8,11,18,17,16,3
0,6,0,6,19,5,26,30,3,5
1,0,5,6,19,5,26,30,3,5
5,2,0,7,16,17,1,30,12,10
1,3,4,9,2,0,21,0,32,28
1,3,4,2,0,9,21,1,28,31
1,6,5,5,0,20,4,4,25,30
3,0,3,9,15,18,12,8,29,3
1,0,9,14,4,20,13,0,28,11
2,5,8,5,13,18,14,7,5,23
3,2,11,10,13,16,14,9,1,21
3,5,0,14,7,19,8,12,2,30
2,4,8,13,7,11,15,17,19,4
1,3,8,3,1,21,26,17,12,8
1,0,5,7,16,0,26,21,15,9
0,5,4,10,9,16,6,24,14,12
3,2,10,14,8,7,6,1,26,23
2,3,10,14,8,7,6,2,25,23
2,3,10,14,8,8,5,2,25,23
1,4,0,10,18,15,11,1,31,9
0,4,0,10,18,11,15,1,10,31
1,3,9,1,14,13,12,20,0,27
2,1,7,5,1,18,27,5,2,32
0,5,9,10,15,5,22,15,14,5
2,2,7,6,14,10,9,23,15,12
0,0,7,6,16,0,25,8,21,17
1,2,0,9,15,13,21,0,12,27
1,0,2,9,15,13,21,0,13,26
2,5,10,13,3,16,1,20,26,4
2,1,7,5,1,18,3,29,28,6
1,4,9,11,8,18,21,8,5,15
2,4,9,4,6,15,7,14,24,15
1,4,9,11,8,18,8,21,5,15
3,2,1,9,18,11,15,10,1,30
3,2,1,9,18,11,15,10,1,30
2,3,1,9,20,9,10,15,1,30
0,5,9,12,11,9,14,18,19,3
0,5,13,8,8,11,20,19,13,3
2,4,0,10,10,18,2,31,14,9
3,2,8,9,11,13,24,2,12,16
0,3,6,6,2,7,19,4,28,25
1,2,6,5,3,8,18,4,28,25
0,7,0,9,17,16,25,20,0,6
0,1,5,11,15,20,24,16,0,8
1,4,8,13,4,19,20,6,9,16
1,5,7,13,19,4,20,6,9,16
2,2,0,11,10,18,4,11,10,32
1,2,0,10,11,18,5,10,9,34
1,9,11,2,4,22,13,17,14,7
0,3,5,13,9,7,11,19,23,10
2,5,8,6,2,16,22,22,1,16
2,3,2,4,5,7,5,24,19,29
2,4,4,1,5,7,5,24,19,29
1,5,7,1,7,18,3,24,28,6
2,0,7,11,16,14,8,8,14,20
2,0,2,13,10,20,10,11,0,32
2,1,7,0,15,21,10,13,30,1
4,3,1,7,4,7,24,15,28,7
0,5,3,8,13,19,24,8,10,10
1,2,2,14,8,6,25,19,10,13
0,6,2,9,8,2,23,22,14,14
1,0,3,12,10,11,0,19,11,33
1,5,7,4,14,9,2,26,26,6
3,4,6,0,8,5,4,27,26,17
1,2,7,2,17,3,8,4,29,27
0,6,4,3,8,16,3,4,30,26
2,5,6,10,2,17,22,6,2,28
2,5,6,10,2,17,22,6,2,28
0,2,6,12,13,16,20,12,5,14
0,0,8,5,13,21,22,9,8,14
0,4,6,0,0,3,22,9,25,31
0,4,6,0,0,3,22,9,25,31
3,5,5,0,11,3,23,28,15,7
1,3,6,0,0,3,26,21,31,9
2,1,0,11,12,10,19,1,30,14
1,9,8,15,15,14,15,3,1,19
1,5,8,8,16,3,22,4,6,27
0,2,5,15,10,9,28,19,4,8
2,4,6,9,16,5,3,20,28,7
2,5,5,3,2,8,5,16,25,29
2,5,5,3,2,8,5,16,25,29
2,3,5,5,4,17,9,25,28,2
3,4,11,4,11,22,12,25,1,7
2,4,12,12,11,21,23,1,2,12
2,4,12,12,11,21,23,1,2,12
0,1,8,8,15,14,14,8,15,17
1,5,12,11,13,20,24,9,3,2
0,4,3,13,10,13,10,20,22,5
0,4,3,13,10,13,11,19,22,5
0,3,5,1,16,10,10,19,26,10
4,3,9,1,10,0,16,24,8,25
3,0,2,11,3,16,20,10,7,28
1,4,3,11,13,2,24,22,9,11
1,5,10,1,14,5,20,15,13,16
1,5,1,10,14,5,20,15,13,16
2,5,1,6,6,14,7,25,22,12
1,5,1,7,6,14,8,23,16,19
2,4,1,7,6,14,8,16,23,19
4,2,11,12,12,21,22,12,2,2
0,7,6,0,10,16,23,3,27,8
1,5,7,10,15,1,3,6,24,28
1,5,7,10,15,1,3,6,28,24
1,5,7,10,0,16,3,24,6,28
0,1,8,12,8,8,11,23,26,3
0,1,6,1,3,19,3,27,34,6
0,4,8,9,17,11,19,4,16,12
0,4,8,9,17,11,19,4,12,16
1,3,7,4,6,0,18,23,9,29
0,4,8,9,12,16,18,17,13,3
0,4,12,10,11,22,4,12,21,4
3,2,3,12,2,7,11,26,19,15
3,2,3,2,12,7,11,26,19,15
2,1,2,4,8,6,11,22,27,17
0,2,3,5,2,6,17,28,1,36
3,4,6,5,0,18,24,30,7,3
2,0,12,9,7,12,25,1,11,21
2,0,7,6,4,18,0,9,23,31
1,4,4,6,1,7,18,30,22,7
1,0,5,5,17,9,10,20,23,10
1,4,8,8,10,8,10,26,2,23
1,4,10,10,12,21,5,14,2,21
0,1,7,4,6,4,23,15,8,32
2,1,5,13,13,9,18,17,14,8
0,5,3,12,13,12,19,3,14,19
1,1,8,13,14,16,7,5,21,14
2,4,5,3,14,1,8,25,15,23
0,4,6,3,1,14,9,15,24,24
1,5,5,3,14,8,15,1,25,23
2,1,7,0,3,16,8,28,31,4
1,3,8,5,17,0,2,2,29,33
0,4,0,1,5,21,2,6,31,30
1,4,11,13,7,9,16,19,14,6
2,3,11,13,7,9,16,19,14,6
3,4,6,2,6,17,2,22,31,7
1,4,1,8,6,16,23,25,9,7
1,0,8,4,1,4,0,28,33,21
0,4,8,10,9,15,4,13,15,22
0,1,2,9,14,6,6,23,11,28
2,4,6,2,16,7,23,2,30,8
2,4,6,3,15,7,23,2,30,8
0,4,6,2,16,23,7,2,30,10
0,3,9,3,8,13,8,6,28,22
2,1,7,1,0,17,8,4,32,28
1,2,2,3,13,17,20,10,8,24
1,2,2,3,13,20,17,10,8,24
1,2,2,12,4,19,17,24,12,7
1,1,2,9,4,10,27,25,9,12
0,1,2,4,9,10,27,25,9,13
1,4,6,8,14,20,10,2,13,22
4,6,6,12,10,12,5,22,21,2
3,8,7,11,13,9,21,4,20,4
3,9,6,10,12,10,22,5,4,19
3,6,8,12,2,10,23,12,2,22
0,0,9,0,0,18,6,7,33,27
1,5,7,4,2,16,10,25,7,23
2,7,10,10,13,4,20,17,16,1
1,8,8,12,3,21,16,13,15,3
1,2,3,11,3,18,10,26,18,8
1,2,3,11,3,18,10,26,18,8
1,5,5,9,11,16,14,3,17,19
1,5,5,11,9,16,14,3,17,19
0,0,6,1,7,0,22,0,30,34
0,0,7,0,7,0,22,0,30,34
1,2,3,2,6,4,21,27,0,34
1,2,9,10,2,7,25,29,4,11
0,2,9,2,10,7,25,29,4,12
2,3,7,6,18,11,5,0,20,28
3,2,7,6,18,11,5,0,20,28
0,4,3,5,1,21,5,0,26,35
3,6,7,1,15,22,9,3,22,12
3,6,6,2,14,10,21,3,22,13
1,0,5,5,2,0,22,1,33,31
1,2,6,7,14,9,24,11,23,3
1,6,9,14,0,9,26,22,10,3
0,7,10,10,12,17,5,21,14,4
3,4,1,0,13,16,6,21,29,7
0,2,3,2,13,20,5,22,10,23
0,0,6,6,1,1,0,24,32,30
1,2,9,10,8,2,11,5,25,27
0,5,0,11,10,18,17,7,29,3
1,3,2,8,9,4,9,11,27,26
1,5,7,9,12,18,11,16,5,16
2,4,9,11,18,9,18,25,0,4
2,5,1,11,10,6,13,19,15,18
3,1,1,11,10,5,15,18,20,16
2,1,9,11,12,7,2,4,25,27
3,1,9,10,3,12,8,4,25,25
0,4,3,13,15,21,3,8,27,6
1,5,7,13,15,17,19,7,1,15
0,2,3,9,17,0,5,9,24,31
1,3,2,6,17,2,8,10,23,28
1,3,6,10,6,11,14,19,19,11
3,1,9,2,7,4,10,26,26,12
0,6,8,12,6,16,12,20,5,15
1,2,9,11,5,5,26,7,26,8
2,5,2,6,12,11,18,11,13,20
0,0,7,7,15,19,6,10,16,20
0,3,1,1,9,1,0,21,31,33
0,4,4,4,8,22,8,21,0,29
0,4,9,12,13,8,18,18,2,16
0,4,9,12,13,8,19,18,1,16
0,2,1,8,9,5,25,25,9,16
0,5,9,10,18,16,3,4,13,22
1,2,10,10,14,15,3,22,16,7
2,5,0,11,15,5,9,17,23,13
2,3,3,5,10,6,23,0,26,22
2,3,4,4,10,6,23,0,26,22
2,6,7,10,16,2,17,15,3,22
2,3,5,6,5,22,23,7,0,27
2,2,5,11,5,11,13,23,17,11
2,2,3,6,6,9,23,1,22,26
1,1,8,8,1,10,3,27,27,14
0,3,1,4,8,12,16,5,28,23
2,6,7,5,11,12,18,12,4,23
2,4,7,12,16,24,27,2,5,1
0,3,3,12,9,17,9,12,16,19
1,4,2,6,13,0,18,21,28,7
1,1,5,4,0,0,2,25,35,27
1,4,2,6,13,1,17,28,21,7
2,0,8,9,0,3,26,11,30,11
2,0,8,9,0,3,26,11,30,11
2,2,9,0,12,21,5,19,0,30
